,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,time_taken(min),distance
13183,42393,22,4.6,Stormy,High,2,Buffet,motorcycle,1,No,Metropolitian,26,20002.51607
13184,1297,34,4.9,Fog,Jam,0,Drinks,motorcycle,1,Yes,Metropolitian,40,20002.51607
13185,41877,26,4.7,Stormy,Jam,2,Snack,electric_scooter,0,No,Metropolitian,19,20002.51607
13186,10804,36,4.8,Cloudy,Low,2,Snack,motorcycle,0,No,Metropolitian,26,20002.51607
13187,28644,34,4.8,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,28,20002.51607
13188,8827,24,4.9,Stormy,Low,0,Snack,motorcycle,1,No,Metropolitian,22,20002.51607
13189,23808,27,4.5,Fog,Low,1,Buffet,motorcycle,0,No,Metropolitian,14,20002.51607
13190,42250,37,4.3,Sandstorms,Jam,1,Drinks,scooter,0,No,Metropolitian,34,20002.51607
13191,24909,50,6,,,3,Buffet,scooter,1,No,Metropolitian,41,20002.51607
13192,14413,25,4.9,Sunny,Low,2,Snack,scooter,0,No,Metropolitian,21,20002.51607
13193,44273,35,4,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,40,20002.51607
13194,9485,32,4.9,Windy,Medium,1,Buffet,scooter,1,No,Metropolitian,22,20002.51607
13195,14070,22,4.6,Sunny,Medium,2,Drinks,scooter,0,No,Urban,16,20002.51607
13196,36301,,,Fog,Low,1,Meal,scooter,1,No,Metropolitian,23,20002.51607
13197,33832,28,4.6,Stormy,Jam,1,Drinks,motorcycle,1,No,Urban,22,20002.51607
13198,17626,27,4.8,Stormy,Jam,1,Meal,scooter,0,No,Urban,16,20002.51607
13199,29013,30,4.7,Sunny,Jam,1,Meal,scooter,0,No,Urban,23,20002.51607
13200,33464,29,4.6,Windy,Low,2,Meal,motorcycle,1,No,,12,20002.51607
13201,38378,26,5,Fog,Low,0,Drinks,motorcycle,0,No,Metropolitian,23,20002.51607
13202,40917,33,5,Sandstorms,Low,2,Meal,electric_scooter,1,No,Metropolitian,26,20002.51607
13203,42235,34,4.6,Cloudy,Jam,2,Buffet,scooter,2,No,Metropolitian,42,20002.51607
13204,36064,29,5,Cloudy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,43,20002.51607
13205,22753,31,4.7,Stormy,Low,2,Snack,scooter,0,No,Metropolitian,29,20002.51607
13206,11285,35,4.8,Sunny,Low,1,Buffet,motorcycle,0,No,Urban,11,20002.51607
13207,4059,21,4.6,Fog,Jam,0,Meal,motorcycle,0,Yes,Urban,49,20002.51607
13208,7739,29,4.5,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,46,20002.51607
13209,20203,25,4.7,Stormy,Low,1,Buffet,motorcycle,0,No,Metropolitian,18,20002.51607
13210,40226,33,3.5,Sandstorms,Jam,1,Buffet,scooter,1,No,Metropolitian,41,20002.51607
13211,25636,24,5,Cloudy,High,1,Meal,scooter,1,No,Metropolitian,30,20002.51607
13212,39294,38,4.7,Sandstorms,Low,2,Drinks,motorcycle,1,No,Metropolitian,29,20002.51607
13213,8806,34,4.2,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,32,20002.51607
13214,15502,28,4.8,Windy,Jam,2,Snack,scooter,0,No,Metropolitian,15,20002.51607
13215,8958,22,5,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,39,20002.51607
13216,29,35,5,Sunny,Low,2,Snack,scooter,1,No,Urban,11,20002.51607
13217,35568,32,4.8,Sunny,Jam,1,Snack,scooter,1,No,Metropolitian,20,20002.51607
13218,37579,21,4.8,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,20002.51607
13219,34462,,,,,3,Snack,scooter,0,No,Metropolitian,54,20002.51607
13220,41192,33,4.8,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,27,20002.51607
13221,11554,38,5,Fog,Jam,2,Meal,scooter,1,No,Metropolitian,38,20002.51607
13222,30458,29,4.9,Stormy,Jam,2,Buffet,motorcycle,0,No,Metropolitian,18,20002.51607
13223,6032,34,4.6,Windy,Jam,0,Drinks,motorcycle,2,No,Metropolitian,39,20002.51607
13224,32321,34,4.4,Sandstorms,Medium,0,Snack,motorcycle,0,No,Metropolitian,34,20002.51607
13225,11860,24,4.2,Sandstorms,Jam,0,Buffet,motorcycle,1,No,Metropolitian,34,20002.51607
13226,34641,23,4.8,Cloudy,High,1,Buffet,scooter,1,No,Urban,28,20002.51607
13227,31232,22,4.6,Sunny,Medium,1,Buffet,motorcycle,1,No,Urban,12,20002.51607
13228,20729,33,4.3,Sandstorms,Low,0,Drinks,motorcycle,1,No,Urban,25,20002.51607
13229,13550,25,4.9,Sandstorms,Medium,1,Buffet,scooter,1,No,Metropolitian,29,20002.51607
13230,41022,21,4.7,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,16,20002.51607
13231,19028,23,4.3,Fog,Jam,2,Drinks,motorcycle,0,No,Metropolitian,31,20002.51607
13232,11496,30,4.7,Windy,Medium,2,Drinks,scooter,1,No,Metropolitian,31,20002.51607
13233,1869,37,4.6,Sunny,High,0,Buffet,motorcycle,1,No,Urban,28,20002.51607
13234,28032,21,4.8,Windy,Medium,1,Drinks,scooter,1,No,Urban,25,20002.51607
13235,22509,22,4.8,Windy,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,26,20002.51607
13236,26901,30,4.9,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,20,20002.51607
13237,1782,30,4.5,Stormy,Medium,2,Drinks,scooter,1,No,Urban,25,20002.51607
13238,17344,31,4.5,Windy,Low,2,Meal,scooter,1,No,Metropolitian,22,20002.51607
13239,984,30,4.8,Windy,Low,1,Snack,scooter,,No,Urban,26,20002.51607
13240,41147,24,4.9,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,28,20002.51607
13241,22978,30,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1,No,Metropolitian,22,20002.51607
13242,17301,28,4.8,Sandstorms,Medium,1,Meal,scooter,1,No,Metropolitian,23,20002.51607
13243,30571,25,4.6,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,29,20002.51607
13244,9892,28,4.7,Fog,Low,2,Drinks,scooter,1,No,Urban,15,20002.51607
13245,4122,22,4.5,Cloudy,Medium,0,Meal,motorcycle,0,No,Metropolitian,25,20002.51607
13246,7585,27,4.6,Stormy,Low,2,Meal,scooter,0,No,Urban,13,20002.51607
13247,17876,33,4.1,Stormy,High,0,Drinks,motorcycle,1,No,Metropolitian,45,20002.51607
13248,43416,39,5,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,24,20002.51607
13249,10218,31,4.8,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,42,20002.51607
13250,28420,39,4.2,Windy,Jam,2,Buffet,motorcycle,0,No,Metropolitian,43,20002.51607
13251,45415,30,4.7,Fog,Low,1,Meal,motorcycle,1,No,Metropolitian,18,20002.51607
13252,27191,20,4.8,Windy,Jam,1,Drinks,scooter,1,No,Metropolitian,17,20002.51607
13253,36023,29,4.8,Windy,Low,1,Meal,scooter,0,No,Urban,14,20002.51607
13254,23261,38,4.7,Cloudy,High,0,Snack,motorcycle,1,No,Metropolitian,30,20002.51607
13255,8158,29,4.8,Cloudy,Low,2,Buffet,motorcycle,1,No,Metropolitian,18,20002.51607
13256,18773,39,3.7,Windy,Medium,1,Snack,motorcycle,0,No,Metropolitian,33,20002.51607
13257,12579,38,3.6,Windy,Jam,1,Drinks,motorcycle,1,Yes,Metropolitian,40,20002.51607
13258,3554,28,4.5,Sandstorms,High,2,Meal,scooter,0,No,Metropolitian,16,20002.51607
13259,35301,27,4.7,Cloudy,Jam,1,Snack,scooter,0,No,,25,20002.51607
13260,2981,29,4.7,Windy,Medium,0,Meal,motorcycle,0,No,Metropolitian,28,20002.51607
13261,31534,38,4.4,Cloudy,Jam,1,Meal,scooter,1,No,Metropolitian,47,20002.51607
13262,13783,26,4.7,Cloudy,Medium,2,Meal,motorcycle,1,No,Metropolitian,18,20002.51607
13263,22074,28,4.6,Fog,Medium,2,Drinks,scooter,1,No,Metropolitian,27,20002.51607
13264,15362,25,5,Windy,Low,1,Meal,scooter,0,No,Metropolitian,19,20002.51607
13265,41908,31,4.7,Stormy,Low,2,Drinks,scooter,1,No,Metropolitian,15,20002.51607
13266,34723,22,4.3,Stormy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,34,20002.51607
13267,13959,37,4.9,Sunny,Low,1,Meal,scooter,0,No,Metropolitian,11,20002.51607
13268,17643,25,4.9,Fog,Low,1,Snack,motorcycle,,No,Urban,17,20002.51607
13269,25503,36,3.7,Stormy,Jam,2,Meal,scooter,1,Yes,Metropolitian,43,20002.51607
13270,30166,20,4.5,Sunny,Medium,2,Meal,motorcycle,1,No,Metropolitian,17,20002.51607
13271,7798,38,5,Fog,Jam,1,Buffet,scooter,1,No,Metropolitian,40,20002.51607
13272,13910,36,4.7,Windy,Medium,1,Meal,scooter,1,No,Metropolitian,27,20002.51607
13273,35182,35,5,Sandstorms,High,0,Meal,motorcycle,1,No,Urban,32,20002.51607
13274,7882,21,4.5,Sunny,Jam,2,Meal,electric_scooter,0,No,Urban,14,20002.51607
13275,15498,23,4.9,Windy,High,1,Buffet,motorcycle,0,No,Metropolitian,12,20002.51607
13276,44998,32,3.6,Cloudy,Low,1,Snack,motorcycle,2,No,Metropolitian,35,20002.51607
13277,11622,20,5,Sunny,Medium,2,Snack,electric_scooter,1,No,Metropolitian,15,20002.51607
13278,29666,39,4.9,Fog,Medium,0,Snack,motorcycle,1,Yes,Metropolitian,45,20002.51607
13279,29664,22,4.7,Windy,Medium,0,Snack,motorcycle,1,No,Metropolitian,18,20002.51607
13280,11117,24,4.6,Sandstorms,Low,0,Snack,motorcycle,0,No,Metropolitian,17,20002.51607
13281,21578,25,4.7,Windy,Jam,2,Drinks,scooter,1,No,Urban,24,20002.51607
13282,20441,27,4.8,Sandstorms,Jam,1,Drinks,scooter,1,No,Metropolitian,18,20002.51607
13283,19807,28,4.7,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,23,20002.51607
13284,20575,23,4.8,Stormy,Low,2,Buffet,motorcycle,1,No,Metropolitian,18,20002.51607
13285,37572,29,4.9,Fog,Medium,0,Drinks,motorcycle,3,No,Metropolitian,44,20002.51607
13286,27853,28,4.7,Cloudy,High,2,Snack,scooter,1,No,Urban,20,20002.51607
13287,24494,31,4.9,Cloudy,Medium,2,Drinks,electric_scooter,0,No,Metropolitian,19,20002.51607
13288,33183,21,4.6,Fog,Jam,1,Snack,scooter,1,No,Urban,39,20002.51607
13289,29042,21,4.6,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,23,20002.51607
13290,27782,35,4.6,Windy,Medium,1,Meal,motorcycle,0,No,Metropolitian,29,20002.51607
13291,30378,26,4.8,Fog,Medium,2,Meal,motorcycle,0,No,,11,20002.51607
13292,2068,20,4.6,Cloudy,High,2,Buffet,scooter,0,No,Metropolitian,22,20002.51607
13293,37489,26,4.6,Cloudy,Low,0,Meal,motorcycle,1,No,Metropolitian,18,20002.51607
13294,44010,29,4.9,Sandstorms,Jam,1,Buffet,motorcycle,0,No,Urban,20,20002.51607
13295,26007,36,4.9,Windy,Low,2,Buffet,motorcycle,0,No,Metropolitian,20,20002.51607
13296,17813,32,4.9,Sandstorms,Low,0,Buffet,motorcycle,1,No,Urban,20,20002.51607
13297,27428,38,4.9,Sunny,Medium,2,Drinks,scooter,1,No,Metropolitian,23,20002.51607
13298,26931,33,4.9,Sandstorms,Low,1,Drinks,scooter,1,No,Metropolitian,25,20002.51607
13299,35072,35,5,Fog,Jam,1,Drinks,scooter,2,No,Metropolitian,37,20002.51607
13300,10924,36,4.6,Cloudy,Low,2,Drinks,scooter,0,No,Metropolitian,19,20002.51607
13301,13706,26,4,Cloudy,Jam,1,Drinks,motorcycle,0,No,Metropolitian,32,20002.51607
13302,26799,30,4.9,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,20,20002.51607
13303,9755,39,4.3,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,20002.51607
13304,20020,39,4.9,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,39,20002.51607
13305,33791,37,4.9,Sandstorms,Low,2,Drinks,motorcycle,1,No,Metropolitian,23,20002.51607
13306,30321,25,4.9,Cloudy,Jam,0,Meal,motorcycle,,No,Metropolitian,27,20002.51607
13307,12592,27,4.9,Sunny,High,1,Meal,motorcycle,1,No,Metropolitian,17,20002.51607
13308,30071,32,4.5,Windy,Low,0,Meal,motorcycle,0,No,Urban,27,20002.51607
13309,7150,35,4.8,Fog,Low,1,Buffet,motorcycle,,No,Urban,17,20002.51607
13310,9450,34,4.4,Sunny,Medium,0,Drinks,motorcycle,0,No,Metropolitian,35,20002.51607
13311,44500,22,4.8,Sandstorms,Low,1,Buffet,scooter,1,,Urban,12,20002.51607
13312,44574,30,3.6,Sandstorms,Medium,1,Buffet,motorcycle,0,No,Metropolitian,33,20002.51607
13313,10773,29,4.9,Stormy,High,0,Snack,motorcycle,1,No,Metropolitian,21,20002.51607
13314,18462,31,4.3,Sandstorms,Jam,0,Meal,motorcycle,2,No,Metropolitian,51,20002.51607
13315,1611,26,4.5,Sunny,Medium,1,Buffet,motorcycle,1,No,Metropolitian,16,20002.51607
13316,30141,27,4.6,Cloudy,Medium,2,Buffet,scooter,0,No,Metropolitian,15,20002.51606
13317,30162,24,4.2,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,25,20002.51606
13318,15099,33,5,Sunny,Medium,1,Drinks,scooter,1,No,Metropolitian,17,20002.51606
13319,25224,22,4.6,Cloudy,Medium,0,Meal,motorcycle,1,No,Metropolitian,41,20002.51606
13320,18301,32,4.2,Sandstorms,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,34,20002.51606
13321,1345,35,4.7,Cloudy,Medium,2,Snack,electric_scooter,0,No,,15,20002.51606
13322,13627,39,4.9,Cloudy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,36,20002.51606
13323,21103,33,4.8,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,27,20002.51606
13324,40620,27,4.1,Windy,Medium,0,Buffet,motorcycle,0,No,Urban,33,20002.51606
13325,41201,22,4.3,Fog,High,1,Drinks,scooter,1,No,Metropolitian,31,20002.51606
13326,39653,34,4.1,Fog,Jam,2,Snack,scooter,2,No,Metropolitian,35,20002.51606
13327,26628,28,4.9,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,22,20002.51606
13328,37140,30,4.9,Sunny,Low,0,Drinks,motorcycle,0,No,Metropolitian,22,20002.51606
13329,29108,27,4.8,Windy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,25,20002.51606
13330,44557,26,4.6,Fog,Low,1,Meal,scooter,,No,Urban,10,20002.51606
13331,7807,21,4.7,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,31,20002.51606
13332,36974,20,4.8,Windy,Low,1,Meal,motorcycle,0,No,Metropolitian,15,20002.51606
13333,16306,21,4.4,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,31,20002.51606
13334,27100,32,4.3,Sandstorms,Jam,2,Snack,scooter,1,No,Metropolitian,43,20002.51606
13335,18638,36,4.7,Stormy,High,0,Snack,motorcycle,1,No,Urban,40,20002.51606
13336,38624,21,4.2,Windy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,31,20002.51606
13337,41139,29,4.6,Fog,Jam,1,Snack,motorcycle,0,No,Metropolitian,24,20002.51606
13338,25789,25,4.8,Stormy,Medium,2,Drinks,electric_scooter,1,No,Metropolitian,20,20002.51606
13339,9574,37,4.8,Sunny,Medium,0,Buffet,motorcycle,0,No,Metropolitian,27,20002.51606
13340,24635,24,4.6,Sandstorms,Medium,2,Snack,scooter,1,No,Metropolitian,24,20002.51606
13341,24419,35,4.3,Sandstorms,Low,0,Snack,motorcycle,1,No,Urban,22,20002.51606
13342,37812,30,4.6,Windy,Jam,0,Meal,motorcycle,2,No,Metropolitian,45,20002.51606
13343,154,24,4.9,Stormy,Medium,1,Snack,scooter,1,No,Metropolitian,22,20002.51606
13344,19513,39,5,Sandstorms,Medium,0,Meal,motorcycle,1,No,Urban,37,20002.51606
13345,11610,25,4.6,Cloudy,Low,1,Buffet,scooter,0,No,Urban,12,20002.51606
13346,29363,26,4.9,Sunny,Medium,2,Meal,scooter,0,No,Metropolitian,15,20002.51606
13347,12094,33,4.8,Fog,Medium,2,Snack,electric_scooter,1,No,,30,20002.51606
13348,35361,34,4.7,Fog,Medium,0,Snack,motorcycle,1,No,Metropolitian,26,20002.51606
13349,27644,33,4,Cloudy,Medium,2,Meal,scooter,1,No,Metropolitian,33,20002.51606
13350,25809,25,4.9,Fog,Medium,1,Drinks,scooter,0,No,Metropolitian,16,20002.51606
13351,30323,33,4.7,Sunny,Low,2,Meal,scooter,1,No,Urban,29,20002.51606
13352,38266,34,4.6,Sunny,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,28,20002.51606
13353,20070,26,4.6,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,19,20002.51606
13354,8005,22,4.8,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,19,20002.51606
13355,24787,21,4.8,Stormy,High,2,Buffet,scooter,1,No,Urban,16,20002.51606
13356,4510,22,4.9,Sandstorms,Medium,1,Snack,scooter,1,No,Urban,23,20002.51606
13357,39221,31,4.6,Fog,Medium,0,Drinks,motorcycle,1,No,Metropolitian,39,20002.51606
13358,38534,38,4,Fog,Jam,1,Drinks,motorcycle,2,No,Metropolitian,40,20002.51606
13359,29466,,,Fog,Low,2,Drinks,scooter,1,No,Metropolitian,16,20002.51606
13360,29857,28,4.8,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,25,20002.51606
13361,19760,32,5,Sunny,Low,1,Drinks,motorcycle,0,No,Urban,13,20002.51606
13362,33310,38,4.3,Stormy,Medium,2,Meal,scooter,1,No,Metropolitian,33,20002.51603
13363,4153,28,4.3,Cloudy,Jam,1,Drinks,motorcycle,2,No,Metropolitian,35,20002.51603
13364,7408,32,4.7,Windy,Low,1,Drinks,motorcycle,0,No,Metropolitian,21,20002.51603
13365,39336,22,4.6,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,20,20002.51603
13366,34778,33,4.3,Stormy,Low,0,Snack,motorcycle,1,No,Metropolitian,22,20002.51603
13367,31685,33,4.1,Fog,Jam,2,Buffet,electric_scooter,2,No,Metropolitian,45,20002.51603
13368,8400,28,4.9,Sandstorms,Medium,1,Buffet,motorcycle,0,No,Metropolitian,26,20002.51603
13369,14301,30,4.6,Sunny,Low,2,Drinks,motorcycle,,No,Metropolitian,18,20002.51603
13370,39645,38,4.9,Cloudy,Medium,1,Drinks,scooter,0,No,Metropolitian,37,20002.51603
13371,18989,37,3.8,Sandstorms,Jam,2,Drinks,scooter,2,No,Metropolitian,39,20002.51603
13372,6669,32,4.8,Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,29,20002.51603
13373,10574,33,4.1,Cloudy,Low,2,Buffet,scooter,0,No,Metropolitian,32,20002.51603
13374,2587,33,4.9,Sunny,Jam,2,Snack,electric_scooter,1,No,Metropolitian,20,20002.51603
13375,37982,35,5,Sandstorms,High,2,Meal,electric_scooter,0,No,Urban,32,20002.51603
13376,3140,,,Fog,Jam,2,Drinks,scooter,0,No,Metropolitian,30,20002.51603
13377,30188,38,5,Windy,Low,0,Drinks,motorcycle,1,No,Urban,26,20002.51603
13378,15723,33,4.9,Sandstorms,Medium,0,Snack,motorcycle,1,No,Metropolitian,44,20002.51603
13379,11892,29,4.7,Sandstorms,Jam,1,Buffet,scooter,1,No,Metropolitian,18,20002.51603
13380,9209,32,5,Windy,Low,1,Drinks,motorcycle,0,No,Metropolitian,29,20002.51603
13381,4225,,,Fog,Jam,2,Drinks,motorcycle,0,No,Metropolitian,33,20002.51603
13382,16520,20,4.5,Cloudy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,44,20002.51603
13383,11310,32,4.2,Windy,Jam,2,Drinks,motorcycle,1,No,Metropolitian,42,20002.51603
13384,42650,22,5,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,24,20002.51603
13385,33835,39,5,Stormy,Jam,1,Snack,scooter,1,No,Metropolitian,32,20002.51603
13386,42804,31,4.7,Cloudy,Low,2,Snack,scooter,1,No,Metropolitian,29,20002.51603
13387,2021,23,4.8,Fog,Medium,2,Meal,motorcycle,1,No,Metropolitian,38,20002.51603
13388,44810,36,4.7,Sandstorms,High,1,Drinks,scooter,1,No,Metropolitian,25,20002.51603
13389,39103,25,4.5,Sunny,Low,0,Drinks,motorcycle,1,No,Metropolitian,18,20002.51603
13390,30056,20,3.6,Sunny,Jam,0,Buffet,motorcycle,1,No,Metropolitian,40,20002.51602
13391,12259,29,4.9,Fog,Medium,1,Buffet,motorcycle,,No,Metropolitian,19,20002.51602
13392,40642,36,4.7,Windy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,31,20002.51602
13393,19289,21,5,Sandstorms,Medium,1,Meal,scooter,1,No,Urban,24,20002.51596
13394,8835,26,4.9,Cloudy,Low,1,Buffet,motorcycle,0,No,Metropolitian,13,20002.51596
13395,2702,33,4.7,Sunny,Low,2,Drinks,scooter,1,No,Urban,13,20002.51596
13396,11315,20,4.7,Fog,Jam,1,Meal,scooter,1,No,Metropolitian,23,20002.51596
13397,17673,29,4.8,Fog,High,1,Buffet,scooter,1,No,Urban,23,20002.51596
13398,29577,36,4.8,Stormy,Low,2,Drinks,motorcycle,0,No,Metropolitian,28,20002.51596
13399,18735,27,4.7,Sunny,High,1,Meal,motorcycle,0,No,Metropolitian,18,20002.51596
13400,44994,26,5,Windy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,33,20002.51596
13401,22507,31,5,Windy,Jam,0,Meal,motorcycle,0,No,Urban,54,20002.51596
13402,12167,25,4.9,Sunny,Jam,2,Snack,scooter,1,No,Metropolitian,24,20002.51596
13403,39337,23,4.6,Fog,High,1,Meal,scooter,1,No,Metropolitian,24,20002.51596
13404,1751,31,4.3,Cloudy,Jam,1,Snack,motorcycle,0,No,Urban,35,20002.51596
13405,34918,39,4.9,Fog,Low,1,Snack,scooter,1,No,,18,20002.51596
13406,43116,37,4.9,Cloudy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,46,20002.51596
13407,16333,38,4.9,Cloudy,Low,1,Drinks,scooter,1,No,Urban,19,20002.51596
13408,38888,38,4.2,Cloudy,Jam,2,Buffet,scooter,0,No,Metropolitian,34,20002.51596
13409,27936,25,4.8,Windy,Medium,2,Snack,scooter,0,No,Metropolitian,21,20002.51596
13410,23479,15,1,,,3,Snack,scooter,1,No,Metropolitian,32,20002.51596
13411,12626,22,4.6,Sandstorms,Medium,0,Drinks,motorcycle,0,No,Urban,31,20002.51596
13412,14640,26,4.9,Sunny,Medium,2,Meal,scooter,1,No,Metropolitian,19,20002.51596
13413,9832,36,4.9,Fog,High,2,Meal,electric_scooter,1,No,Metropolitian,28,20002.51596
13414,31260,29,4.7,Sunny,Jam,0,Drinks,motorcycle,1,No,Urban,33,20002.51596
13415,29842,37,4.1,Windy,High,1,Buffet,motorcycle,1,No,Metropolitian,34,20002.51596
13416,32860,26,4.8,Cloudy,Low,1,Snack,scooter,1,No,Metropolitian,27,20002.51596
13417,10684,34,4.5,Stormy,Medium,1,Meal,scooter,1,No,Metropolitian,21,20002.51596
13418,40745,26,4.8,Stormy,Jam,2,Drinks,motorcycle,1,No,Urban,26,20002.51596
13419,22202,23,4.5,Sandstorms,Low,2,Snack,scooter,0,No,Metropolitian,12,20002.51596
13420,23747,21,4.8,Windy,High,0,Drinks,motorcycle,0,No,Metropolitian,24,20002.51596
13421,44546,34,4.8,Windy,Medium,2,Snack,scooter,0,No,Metropolitian,24,20002.51596
13422,7426,23,4.4,Stormy,Low,0,Drinks,motorcycle,1,No,Urban,23,20002.51596
13423,12128,29,4.8,Cloudy,Low,1,Meal,scooter,1,No,Urban,19,20002.51596
13424,29210,23,4.7,Cloudy,Medium,1,Snack,motorcycle,1,No,Metropolitian,13,20002.51596
13425,27743,26,4.8,Windy,Medium,1,Meal,scooter,1,No,Urban,20,20002.51596
13426,19848,21,4.7,Stormy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,27,20002.51596
13427,1891,32,4.5,Stormy,Medium,2,Buffet,motorcycle,0,No,Metropolitian,28,20002.51596
13428,2634,27,4.8,Windy,Medium,2,Snack,electric_scooter,1,No,Metropolitian,29,20002.51596
13429,24060,37,3.7,Sandstorms,Jam,1,Meal,scooter,1,No,Metropolitian,32,20002.51596
13430,18801,20,4.6,Cloudy,Low,0,Meal,motorcycle,1,No,Urban,23,20002.51596
13431,6261,28,4.6,Cloudy,Medium,0,Drinks,motorcycle,,No,Metropolitian,28,20002.51596
13432,5032,26,4.6,Cloudy,Medium,2,Drinks,electric_scooter,0,No,Urban,25,20002.51596
13433,16273,30,4.9,Stormy,Low,1,Meal,scooter,0,No,Urban,25,20002.51596
13434,41155,,,,,3,Snack,scooter,1,No,Urban,30,20002.51596
13435,19494,33,5,Stormy,Medium,2,Snack,scooter,1,No,Metropolitian,21,20002.51596
13436,16639,31,4.7,Stormy,Medium,0,Meal,motorcycle,0,No,Metropolitian,37,20002.51596
13437,30888,33,4.7,Sandstorms,Jam,1,Snack,motorcycle,1,No,Metropolitian,34,20002.51596
13438,30721,24,4.6,Fog,Medium,0,Buffet,motorcycle,1,No,Metropolitian,26,20002.51596
13439,8348,26,4.6,Sandstorms,Medium,1,Snack,scooter,1,No,Metropolitian,26,20002.51596
13440,30542,28,5,Stormy,Low,1,Snack,motorcycle,1,No,Metropolitian,16,20002.51596
13441,14015,39,4.6,Sunny,Medium,2,Drinks,scooter,1,No,Metropolitian,28,20002.51596
13442,1943,,,Cloudy,Jam,1,Buffet,scooter,1,No,Metropolitian,49,20002.51596
13443,45583,23,4.9,Fog,Medium,2,Snack,scooter,1,No,Metropolitian,36,20002.51596
13444,8803,24,4.9,Windy,Low,0,Snack,motorcycle,1,No,Urban,15,20002.51596
13445,42614,25,5,Sandstorms,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,23,20002.51596
13446,11851,27,4.8,Sandstorms,Jam,1,Snack,motorcycle,1,No,Urban,25,20002.51596
13447,16187,34,4,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,20002.51596
13448,44211,37,4.8,Windy,Low,2,Meal,scooter,0,No,Urban,18,20002.51596
13449,35978,38,4.8,Fog,Jam,1,Meal,scooter,0,No,Metropolitian,37,20002.51596
13450,33279,31,4.9,Sunny,Low,2,Buffet,scooter,0,No,Metropolitian,14,20002.51596
13451,37229,35,5,Stormy,Low,2,Buffet,motorcycle,1,No,Metropolitian,25,20002.51596
13452,11356,22,4.6,Stormy,Jam,1,Meal,scooter,1,No,Metropolitian,27,20002.51596
13453,29911,33,4.5,Sunny,Jam,2,Buffet,electric_scooter,1,No,Urban,19,20002.51596
13454,11333,33,4.9,Sunny,Medium,1,Drinks,scooter,0,No,Metropolitian,22,20002.51596
13455,16685,22,4.9,Windy,High,0,Buffet,motorcycle,0,No,Metropolitian,15,20002.51596
13456,8173,34,4.7,Sandstorms,Low,1,Snack,scooter,1,No,Urban,24,20002.51596
13457,17553,31,3.8,Sandstorms,Medium,1,Buffet,motorcycle,,No,Metropolitian,38,20002.51596
13458,36911,31,4.8,Windy,Low,1,Buffet,scooter,0,No,Metropolitian,20,20002.51596
